0	1	Sentiment
calling it something different still a pac  you are for  no borders no country  higher taxes gun control socialist removing ice you work for illegals for brac no family texas values we arent california like jones u ppl dont even live here stay in dc	OFF	NEG
amen	NOT	POS
antifa simply wants us to kill them by the way most of us carry a back up and a knife	OFF	NEG
maximebernier racist party of canada  bernier ppc news politics government cdnpoli polcan pnpcbc liberals progressives conservatives ndp cpc lpc gpc altright farright populist racist racism bigot hw	NOT	NEG
theres nothing more joyous than watching a snowflake cry especially when its a google order follower	NOT	NEG
i stand with you dog unitedstates unitedstates unitedstatesmaga	NOT	POS
aint getting no pussy huh	OFF	POS
occupy wall streetwhere women got raped	OFF	NEG
you are a disgrace	OFF	NEG
amp could prove were in opposite roles the duality of everything very scary but i cant feed that thought rn  need to think abt how grateful i am that shes saying these things bc its finally getting to me that i cant keep caring abt her amp that she is not who i think she is	NOT	NEG
time for a statement on the support for victor orban and his antisemitism	NOT	POS
terrible man wouldnt you say liberals just terrible	NOT	NEG
rebekahismoftheday wednesdaywisdom  liberals there is no such thing as gender  me really then tell me more about the wage gap	NOT	NEG
and he is yet to get a callup for senior team	NOT	POS
sadly you blew it in this interview  you are or will be bought  you did not pass the litmus test for what a real progressive isyou have mistakenly alienated whats left of the dem base thanks to hrc  and you need us know it or not	OFF	NEG
too bad antifa crashes gop townhalls	OFF	NEG
kamala harris is rapidly gaining a reputation as the most dishonest senator	OFF	NEG
you are my favorite bot ily	NOT	POS
good lord	NOT	POS
guilt by association i see a great tactic by spineless antiwhite liberals	NOT	POS
foolish to think that	NOT	NEG
hanoijane fonda campaigns for gun control measure will it backfire    liberty park press	OFF	POS
he dont seems happy just look at his eyes its like he is staring into ur souls	NOT	NEG
you are incredible	NOT	POS
no one is mistreating her but you are all mistreating kavanaugh this man may be innocent but you liberals are jumping on this just because you hate trump so you all do the right thing and after  years its her word against his so there is no contest	OFF	NEG
youre on fucking drugs my dude	OFF	POS
i dont like the idea of supporting this company	NOT	POS
she is just so effortlessly funny smilingfacewithhearteyes	NOT	POS
orwell was antifa	NOT	POS
doct tape please	NOT	POS
you are a grown up	NOT	POS
she is a complete idiotclownface enragedface	OFF	POS
i bet he is confusedface	NOT	POS
put me down for disagree this never happened this is akin to the violence of antifa she appropriating the metoo movement for the purpose of damaging a person	NOT	NEG
i think he is trying to look like	NOT	POS
the important distinction here being exattorney general so frankly yasirnobody gives a rats pyjamas what you thinknow piss off and find another trough to wallow inliberals are finished in ontario	NOT	NEG
seems we cant even hold onto advancements in signage in re gun control	NOT	NEG
and i can show you plenty of lefties like antifa getting pummeled like the weak punks they are lol	OFF	POS
so you are going to deflect away from nearly  dead due the the lack of post hurricane support from the trump administration by using the deportation of a single  year old man you sir are the offensive one	OFF	NEG
alex it has been fantastic watching you race this season   love how you pass and how determined you are every race  thank you	NOT	POS
love u bitch	OFF	POS
this is so fuckingndbs funnyhejs	OFF	POS
help i already have a verify account but when i try to use it it wants further details passport which i dont have with me so i phone instead and after two minutes of pointless messages it tells me you are busy and hang up what rubbish service	OFF	POS
the cover and your hair are glorious	NOT	POS
dont hold your breath biased media will just double down on conservatives the public is slowly catching on	NOT	NEG
german antifastock fought against the nazis german antifa rescued jews	NOT	POS
wrong was a enthusiastic architect of devastating austerity along with the torys the did not have to abandon every principle they supposedly had to the they could have let cameron run a minority government as did snp but chose not to	NOT	NEG
wednesdaymotivation they should teach the type of governments for anyone who runs for public office most liberal wants to give an illusion that we have a democracy while they keep the power hidden  conservatives enjoy representative government but like to take control	NOT	POS
anything against a conservative must be believed liberals get a pass	NOT	POS
love this but also my queen lex has been speaking out on important issues like gun control and lgbtq rights longgggg before feb th redheart	NOT	POS
you are such a lier and all for money nobody wants  francoism here in spain except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in catalonia why all your friends are with vlaams belang ampthe italian nazis nazi	OFF	POS
he is an egomaniac and doesnt like to lose so he will spend money for free agency and his drafts are better	OFF	POS
why to the cowards not list antifa on their profiles cowards or terrorist or both ill go with both	OFF	NEG
i didnt know football teams had private prisons thank you for providing this insight for me hopefully when he is released he will realize what he has done wrong and not do it again	NOT	POS
things that make australia a way better country than the us and i dont even mention gun control	NOT	POS
the greatest predictors of political belief are high opennesslow conscientiousness for liberals and low opennesshigh conscientiousness for conservatives thats why the vast majority of artists	NOT	POS
